isbn	rgtn	ymd	title	ser	auth	cls1	cls2	cls3	pub	pubyr
9784-270000601	39115	20050516	考える脳考えるコンピューター		ジェフ・ホーキンス サンドラ・ブレイクスリー 著、伊藤文英 訳	007.1	ﾎｰ		ランダムハウス講談社	2005
9784-822244460	39116	20050516	「心理テスト」はウソでした。　／受けたみんなが馬鹿を見た		村上　宣寛	140.7	ﾑﾗ		日経ＢＰ社	2005
9784-047914742	39117	20050517	ダ・ヴィンチ・コード. 上		ダン・ブラウン 著、越前敏弥 訳	933.7	ﾌﾞﾗ		角川書店	2004
9784-047914759	39118	20050517	ダ・ヴィンチ・コード. 下		ダン・ブラウン 著、越前敏弥 訳	933.7	ﾌﾞﾗ		角川書店	2004
9784-812419250	39119	20050517	ダ・ヴィンチ・コードの「真実」		ダン・バースタイン 編、沖田樹梨亜 訳	933.7	ﾊﾞｰ		竹書房	2004
9784-265061594	39120	20050517	デルトラ・クエストオフィシャルガイドブック		石崎洋司 編著、はけたれいこ 画	933.7	ﾛｯ		岩崎書店	2004
9784-396650322	39121	20050519	完訳・紫禁城の黄昏　〈上〉		Ｒ・Ｆ・ジョンストン／中山　理．訳／渡部　昇一．監修	288.492	ｼﾞ	上	祥伝社	2005
9784-396650339	39122	20050519	完訳・紫禁城の黄昏　〈下〉		Ｒ・Ｆ・ジョンストン／中山　理．訳／渡部　昇一．監修	288.492	ｼﾞ	下	祥伝社	2005
9784-576021904	39123	20050519	着物がくれるとびきりの毎日		きくち　いま．絵・文	593.8	ｷｲ		二見書房	2004
9784-795843028	39124	20050519	僕の見た「大日本帝国　／教わらなかった歴史と出会う旅		西牟田　靖	292.09	ﾆﾔ		情報センター出版局	2005
9784-398117250	39125	20050523	シドニー・メルボルン　／トラベルストーリー２１	トラベルストーリー２１	昭文社	297.1	ｼ	5	昭文社	2004
9784-103971061	39126	20050515	小説以外		恩田陸 [著]	914.6	ｵﾝ		新潮社	2005
9784-265061662	39127	20050515	死の島	デルトラ・クエスト3 ; 3	エミリー・ロッダ 作、上原梓 訳、はけたれいこ 画	933.7	ﾛｯ		岩崎書店	2005
9784-072397701	39128	20050515	七つの魔法の歌	マーリン ; 2	T.A.バロン 著、海後礼子 訳	933.7	ﾊﾞﾛ		主婦の友社	2005
9784-763005014	39129	20050515	スノードーム		アレックス・シアラー／石田　文子．訳	933	ｼ		求龍堂	2005
9784-534038098	39130	20050520	世界一感動する会計の本　／【簿記・経理入門】／女子大生会計士の事件簿		山田　真哉	336.9	ﾔｼ		日本実業出版社	2005
9784-042969013	39131	20050515	アルテミス・ファウル　／妖精の身代金		オーエン・コルファー／大久保　寛．訳	933.7	ｺﾙ		角川書店	2007
9784-047914582	39132	20050515	アルテミス・ファウル : 北極の事件簿		オーエン・コルファー 著、大久保寛 訳	933.7	ｺﾙ		角川書店	2003
9784-897375243	39133	20050520	暮らしと器　／日々の暮らしに大切なこと		山口　泰子	596.9	ﾔﾔ		六耀社	2005
9784-490205374	39134	20050520	手作り　クロースアップ・マジック		荒井　晋一	779.3	ｱﾚ		東京堂出版	2005
9784-794213891	39135	20050520	ドキュメンタリーは嘘をつく		森　達也	778.78	ﾓﾀ		草思社	2005
9784-380032035	39136	20050520	新・動物実験を考える　／生命倫理とエコロジーをつないで		野上　ふさ子	480.79	ﾉﾌ		三一書房	2003
9784-763195920	39137	20050520	環境浄化石けん　／健康な身体ときれいな水をとりもどそう！		森田　光徳	576.5	ﾓﾐ		サンマーク出版	2005
9784-480863645	39138	20050520	北朝鮮外交の真実		原田　武夫	319.102	ﾊﾀ		筑摩書房	2005
9784-652071984	39139	20050520	羽の音		大島真寿美 作	913.6	ｵｵ		理論社	2001
9784-096818312	39140	20050527	ちょっとネコぼけ	写真集	岩合　光昭	748	ｲﾐ		小学館	2005
9784-591085974	39141	20050527	職業外伝		秋山　真志	366.29	ｱﾏ		ポプラ社	2005
9784-092903531	39143	20050530	セブンスタワー : 第七の塔. 3		ガース・ニクス 作、西本かおる 訳	933.7	ﾆｸ		小学館	2004
9784-569635453	39144	20050530	頭がいい人、悪い人の話し方	ＰＨＰ新書　３０５	樋口　裕一	809.2	ﾋｸﾞ		ＰＨＰ研究所	2005
9784-840112048	39145	20050530	きょうのごはん		大田垣　晴子	596.04	ｵｾ		メディアファクトリー	2005
9784-408611303	39146	20050530	いちばん危険なトイレといちばんの星空　／世界９万５０００\x87q自転車ひとり旅\x87U		石田　ゆうすけ	290.9	ｲﾕ		実業之日本社	2005
9784-888663854	39147	20050530	建築はほほえむ　／目地・継ぎ目・小さき場		松山　巌	520	ﾏｲ		西田書店	2004
9784-005005055	39148	20050531	１０代のうちに考えておくこと	岩波ジュニア新書　５０５	香山　リカ	159	ｶﾔ		岩波書店	2005
9784-005005062	39149	20050531	酵素のちから : 生命を支える	岩波ジュニア新書 ; 506	左右田健次 著	464.5	ｿｳ		岩波書店	2005
9784-062574792	39150	20050531	なるほど高校数学三角関数の物語 : なっとくして、ほんとうに理解できる	ブルーバックス ; B-1479	原岡喜重 著	413.5	ﾊﾗ		講談社	2005
9784-062574877	39151	20050531	「分かりやすい話し方」の技術　／言いたいことを相手に確実に伝える１５の方法	ＢＬＵＥ　ＢＡＣＫＳ　Ｂ－１４７８	吉田　たかよし	809.2	ﾖｼ		講談社	2005
9784-004309482	39153	20050531	サルトル　／「人間」の思想の可能性	岩波新書　９４８	海老坂　武	135.5	ｴﾋﾞ		岩波書店	2005
9784-004309499	39154	20050531	幼児期 : 子どもは世界をどうつかむか	岩波新書	岡本夏木 著	376.1	ｵｶ		岩波書店	2005
9784-004309505	39155	20050531	ぼけの予防	岩波新書　９５０	須貝　佑一	493.7	ｽｶﾞ		岩波書店	2005
9784-309204321	39156	20050603	目には見えない何か : 中後期短篇集1952-1982		パトリシア・ハイスミス 著、宮脇孝雄 訳	933.7	ﾊｲ		河出書房新社	2005
9784-062127417	39157	20050603	警察内部告発者		原田　宏二	317.7	ﾊｺ		講談社	2005
9784-874983249	39158	20050603	「非戦の国」が崩れゆく　／有事法制・アフガン参戦・イラク派兵を検証する		梅田　正己	319.8	ｳﾏ		高文研	2004
9784-576021539	39159	20050603	おぼえているよ。ママのおなかにいたときのこと		池川　明．著／高橋　和枝．絵	495.6	ｲｱ		二見書房	2004
9784-087747492	39160	20050603	水滸伝. 17(朱雀の章)		北方謙三 著	913.6	ｷﾀ	17	集英社	2005
9784-820566151	39161	20050603	ターイャの日記	子ども平和図書館　５	早乙女　勝元．文／矢崎　芳則．絵	726.6	ｻｶ		日本図書センター	2002
9784-487798353	39162	20050603	これで安心　ホームステイ完全マニュアル　【第２版】英会話ＣＤ付き		秋葉　利治／浦部　茂夫．編	377.6	ｱﾄ		東京書籍	2005
9784-931386587	39163	20050603	英語で紹介する日本と日本人　／外国人の興味と疑問３６４に答えられる本	ＮＯＶＡ　ＢＯＯＫＳ	松本　美江	291	ﾏﾖ		ＮＯＶＡ	2005
9784-533019319	39164	20050603	ひとり歩きのホームステイ・留学英語自遊自在	Ｒｂるるぶ	ＪＴＢパブリッシング	837.8	ｼﾞ		ＪＴＢパブリッシング	2004
9784-087813067	39165	20050603	世の中意外に科学的		櫻井　よしこ	404	ｻﾖ		集英社	2005
9784-579109807	39166	20050603	アンティークスタイルのクロッシェレース／繊細でシックな方眼編み	編み物	村林　和子	594.3	ﾑｶ		文化出版局	2003
9784-081050833	39167	20050603	酢てきなごちそう		金子　ひろみ／伊達　公子	596	ｶﾋ		集英社	2005
9784-890135950	39169	20050606	夜と朝のあいだの旅		ラフィク・シャミ 著、池上弘子 訳	943.7	ｼｬ		西村書店	2002
9784-894569065	39170	20050606	ネモの不思議な教科書		ニコル・バシャラン ドミニク・シモネ 著、永田千奈 訳	953.7	ﾊﾞｼ		角川春樹事務所	2000
9784-092903524	39171	20050606	セブンスタワー : 第七の塔. 2		ガース・ニクス 作、西本かおる 訳	933.7	ﾆｸ		小学館	2003
	39172	20050607	堀江家文書目録	郷土史－史料	多治見市教育委員会	215.3	ﾀ		多治見市教育委員会	2005
	39173	20050607	解読美濃可児郡記勝	郷土史－史料	多治見市教育委員会	215.3	ﾀ		多治見市教育委員会	2005
9784-334974770	39174	20050610	暗黒大陸　中国の真実		ラルフ・タウンゼント．著／田中　秀雄／先田　賢紀智．共訳	302.22	ﾀ		光文社	2005
9784-093106122	39175	20050610	対面式指先旅行会話・韓国語	対面式指先コミュニケーション・シリース　２	イ・トンチョル／李　東哲．共著	829.178	ｲ		小学館	2005
9784-569626710	39176	20050610	家庭でできるビューティ「ヨガ」レッスン　／スリムになる！キレイになる！		内藤　景代	498.3	ﾅｱ		ＰＨＰ研究所	2005
9784-262168753	39177	20050610	ホームステイを楽しく過ごす英会話		向井　京子	837.8	ﾑｷ		池田書店	2004
9784-334974770	39178	20050610	現実入門 : ほんとにみんなこんなことを?		穂村弘 著	914.6	ﾎﾑ		光文社	2005
9784-761906924	39179	20050610	１０日でできる文化祭企画ハンドブック		丸山　博通	374.47	ﾏﾋ		学事出版	2004
9784-770020826	39180	20050610	英語で話す「日本の心」　／和英辞典では引けないキーワード１９７	バイリンガルブックス	英文日本大事典	361.5	ｴ		翻訳情報センター	2004
9784-902584028	39181	20050610	カタカナの墓碑		佐藤　良夫	480.79	ｻﾖ		ジュリアン出版局	2004
9784-163239309	39182	20050610	風味絶佳		山田詠美 著	913.6	ﾔﾏ		文藝春秋	2005
9784-770020826	39183	20050610	英語で読む日本史		英文日本大事典	210.1	ｴ		翻訳情報センター	2004
9784-095041711	39184	20050610	アレ何?大事典		佐々木正孝著	049	ｻｻ		小学館	2005
9784-062127639	39185	20050610	『恐怖の報酬』日記 : 酩酊混乱紀行 : イギリス・アイルランド		恩田陸 著	915.6	ｵﾝ		講談社	2005
9784-770020918	39186	20050610	英語で話す「日本の謎」Ｑ＆Ａ　／外国人が聞きたがる１００のＷＨＹ	バイリンガルブックス	板坂　元．監修	361.42	ｲｹﾞ		翻訳情報センター	2003
9784-591082379	39187	20050610	世界中の息子たちへ	写真・詩集	堤　江実．詩／高橋　邦典．写真	911.56	ﾂｴ		ポプラ社	2004
9784-391620184	39188	20050610	はじめてのレース編みＢｏｏｋ　／はじめてでもかんたん！	編み物	主婦と生活社	594.3	ｼ		主婦と生活社	2005
9784-915125768	39189	20050613	いろはストレス解消法		関谷　透	493.49	ｾﾄ		書苑新社	1996
9784-037441500	39190	20050613	精霊の木		上橋　菜穂子	913.6	ｳｴ		偕成社	2004
9784-043854011	39191	20050613	約束	角川文庫	石田衣良 [著]	913.6	ｲｼ		角川書店、角川グループパブリッシング	2007
9784-471032197	39192	20050613	足ツボ・リンパマッサージ　／爽快！すぐ効く		五十嵐　康彦	492.7	ｲﾔ		高橋書店	2005
9784-896918984	39193	20050613	自閉症裁判　／レッサーパンダ帽男の「罪と罰」		佐藤　幹夫	326.23	ｻﾐ		洋泉社	2005
9784-259561079	39194	20050613	ベランダ畑　／庭がなくても野菜が作れる！		藤田　智	626.9	ﾌｻ		家の光協会	2005
9784-344007512	39195	20050613	美人の日本語		山下　景子	810.4	ﾔｹ		幻冬舎	2005
9784-092903517	39196	20050617	セブンスタワー : 第七の塔. 1		ガース・ニクス 作、西本かおる 訳	933.7	ﾆｸ		小学館	2003
9784-093933049	39197	20050617	ａｎｅｇｏ　／アネゴ		林　真理子	913.6	ﾊﾔ		小学館	2005
9784-072267448	39198	20050617	ベランダでおいしい野菜づくり　／育てながら食べられる、わくわくキッチンガーデン１２ヵ月	別冊ＰＬＵＳ　１	石黒　祐子／円谷　柚美子．まとめ	629.6	ﾀﾔ		主婦の友社	2005
9784-874981948	39199	20050621	新・文化祭企画読本		高文研．編	375.18	ｺ		高文研	2004
9784-874980934	39200	20050621	続・文化祭企画読本		高文研．編	375.18	ｺ		高文研	2003
9784-582852738	39201	20050621	不機嫌なメアリー・ポピンズ : イギリス小説と映画から読む「階級」	平凡社新書  273	新井潤美著	930.2	ｱﾗ		平凡社	2005
9784-883203185	39202	20050621	ドクター・キック　／今ある命は宝物		青葉　繁	788.3	ｱｼ		三五館	2005
9784-769104001	39203	20050621	文化祭　「続」でっかい物づくりハンドブック		家本　芳郎／丸山　博通．編	375.18	ｶﾞ		学事出版	2003
	39204	20050621	中津川市史　〈上巻〉	郷土史	中津川市	215.3	ﾅ	上	中津川市	1968
	39205	20050621	岐阜県の文化財目録　〈昭和５３年〉		岐阜県教育委員会	215.3	ｷﾞ		岐阜県	1978
	39206	20050621	岐阜県の文化財目録　〈昭和５４年〉		岐阜県教育委員会	215.3	ｷﾞ		岐阜県	1979
	39207	20050621	岐阜県の文化財目録　〈昭和５５年〉		岐阜県教育委員会	215.3	ｷﾞ		岐阜県	1980
9784-265061679	39208	20050623	最後の歌姫	デルトラ・クエスト3 ; 4	エミリー・ロッダ 作、上原梓 訳、はけたれいこ 画	933.7	ﾛｯ		岩崎書店	2005
9784-774121116	39209	20050621	庭作りを存分に楽しむ！　／こだわりのアイデアで庭が変わる	定年前から始める男の時間	じゅわ樹	629	ｼﾞ		技術評論社	2004
9784-001141276	39210	20050623	モモ	岩波少年文庫　１２７	ミヒャエル・エンデ／大島　かおり．訳	943.7	ｴﾝ		岩波書店	2005
9784-540032783	39211	20050623	働く家。		ＯＭソーラー協会．編	521.6	ｵ		農山漁村文化協会	2004
9784-805504765	39212	20050623	若い読者のための世界史　－原始から現代まで－		エルンスト・Ｈ・ゴンブリッチ／中山　典夫．訳	209	ｺﾞ		中央公論美術出版	2005
9784-163234007	39213	20050623	いとしのヒナゴン		重松清 著	913.6	ｼｹﾞ		文藝春秋	2004
9784-062126618	39214	20050623	藤壺		瀬戸内寂聴 著	913.6	ｾﾄ		講談社	2004
