ISBN	登録番号	受入日	書名	書名かな	副書名	副書名かな	叢書名等	叢書名等かな	著者名	著者名かな	媒体種別	分類記号	図書記号	巻冊記号	出版社	版年	頁数	判型	本体価格	TRCMARCNO	内容紹介	件名	財源	受入先	価格	保管場所	別置記号	備考	付記事項	注記	除籍フラグ	除籍年月日	除籍番号	除籍理由	不明図書フラグ	不明日	不明理由	未点検回数	帯出禁止フラグ	バーコード印刷済フラグ	背ラベル印刷済フラグ	任意項目
9784-763099365	35071	2001/5/7	ピノッキオみつけた　／イタリア・トスカーナ紀行／	ﾋﾟﾉｯｷｵﾐﾂｹﾀ/ｲﾀﾘｱﾄｽｶｰﾅｷｺｳ/			求龍堂グラフィックス		前之園　幸一郎／西森　聡．写真	ﾏｴﾉｿﾉｺｳｲﾁﾛｳ/ﾆｼﾓﾘｻﾄｼ.ｼｬｼﾝ		908.7	ｷ	15	求龍堂	1999	119	30	2900						2900	一般書架			２００１．０５．０７		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-002401041	35072	2001/5/7	今昔物語集索引　／新日本古典文学大系　別巻	ｺﾝｼﾞｬｸﾓﾉｶﾞﾀﾘｼｭｳｻｸｲﾝ/ｼﾝﾆﾎﾝｺﾃﾝﾌﾞﾝｶﾞｸﾀｲｹｲﾍﾞﾂｶﾝ			新日本古典文学大系　別巻	ｼﾝﾆﾎﾝｺﾃﾝﾌﾞﾝｶﾞｸﾀｲｹｲﾍﾞｯｶﾝ	小峯　和明	ｺﾐﾈｶｽﾞｱｷ		910.8	ｺｶ	別	岩波書店	2001	626	22								一般書架			２００１．０５．０７		FALSE				FALSE				FALSE	TRUE	TRUE	
	35073	2001/5/8	少年とアフリカ　／音楽と物語、いのちと暴力をめぐる対話	ｼｮｳﾈﾝﾄｱﾌﾘｶ/ｵﾝｶﾞｸﾄﾓﾉｶﾞﾀﾘ､ｲﾉﾁﾄﾎﾞｳﾘｮｸｦﾒｸﾞﾙﾀｲﾜ					坂本　龍一／天童　荒太	ｻｶﾓﾄﾘｭｳｲﾁ/ﾃﾝﾄﾞｳｺｳﾀ		914.6	ｻ		文藝春秋	2001	262	19	1143						1143	一般書架			２００１．０５．０８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-093894838	35074	2001/5/8	麻薬脱出 : 250万依存者の生と死の闘い	ﾏﾔｸ ﾀﾞｯｼｭﾂ : 250ﾏﾝ ｲｿﾝｼｬ ﾉ ｾｲ ﾄ ｼ ﾉ ﾀﾀｶｲ					軍司貞則 著	ｸﾞﾝｼﾞ ｻﾀﾞﾉﾘ 1948-		368.8	ｸﾞﾝ		小学館	2001	383p	19cm	1500			麻薬中毒			1500	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-120031229	35075	2001/5/8	おんなの仕種	ｵﾝﾅ ﾉ ｼｸﾞｻ					安西水丸 著	ｱﾝｻﾞｲ ﾐｽﾞﾏﾙ 1942-2014		914.6	ｱﾝ		中央公論新社	2001	215p	17cm	1600						1600	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
	35077	2001/5/8	知っていますか？　君が代・日の丸　一問一答	ｼｯﾃｲﾏｽｶ?ｷﾐｶﾞﾖﾋﾉﾏﾙｲﾁﾓﾝｲｯﾄｳ					上杉　聰	ｳｴｽｷﾞｻﾄｼ		313.61	ｳ		解放出版社	2001	114	21	1000						1000	一般書架			２００１．０５．０８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-897847443	35078	2001/5/10	十一月の扉	11ｶﾞﾂﾉﾄﾋﾞﾗ					高楼　方子	ﾀｶﾄﾞﾉﾎｳｺ		913.6	ﾀｶ		リブリオ出版	2000	332	22	1900						1900	一般書架			２００１．０５．１０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-487796076	35080	2001/5/10	てなもんやシェイクスピア	ﾃﾅﾓﾝﾔ ｼｪｲｸｽﾋﾟｱ					島村洋子 著	ｼﾏﾑﾗ ﾖｳｺ 1964-		913.6	ｼﾏ		東京書籍	2000	231p	20cm	1500						1500	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
	35081	2001/5/10	アマゾンの呪術師	ｱﾏｿﾞﾝﾉｼｬｰﾏﾝ					パブロ・アマリンゴ．語り／永武　ひかる．構成・訳	ﾊﾟﾌﾞﾛ･ｱﾏﾘﾝｺﾞ.ｶﾀﾘ/ﾅｶﾞﾀｹﾋｶﾙ.ｺｳｾｲ･ﾔｸ		163	ﾅ		地湧社	1998	157	20	1700						1700	一般書架			２００１．０５．１０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-890135851	35082	2001/5/10	緑の石食い虫	ﾐﾄﾞﾘ ﾉ ｲｼｸｲﾑｼ					ベルンハルト・クナーベ 著、ミヒャエル・ミクウス 絵、天沼春樹 訳	ﾍﾞﾙﾝﾊﾙﾄ･ｸﾅｰﾍﾞ/ﾐﾋｬｴﾙ･ﾐｸｳｽ/ｱﾏﾇﾏ ﾊﾙｷ 1953-		943.7	ｸﾅ		西村書店	2000	170p	19cm	1000		ぼくのパパは民族学者で、ある日、パパの部屋でビニールケースに入った緑の石食い虫と書かれた土の固まりをみつけた。そっと出して顕微鏡で見たら、小さな虫がいた!(日本図書館協会)、お父さんの書斎でみつけた奇妙な石の塊。その中には石という石を食べつくすモンスターがいた。ある日、石食い虫がにげだして…。(日本児童図書出版協会)				1000	一般書架				原ﾀｲﾄﾙ: Das grune Geheimnis im Stein	FALSE				FALSE				FALSE	FALSE	TRUE	
	35083	2001/5/10	みみをすます	ﾐﾐｦｽﾏｽ					谷川　俊太郎	ﾀﾆｶﾞﾜｼｭﾝﾀﾛｳ		911.56	ﾀ		福音館書店	2000	180	21								一般書架			２００１．０５．１０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-309013800	35084	2001/5/10	詞人から詩人へ	ｼｼﾞﾝｶﾗｼｼﾞﾝﾍ					宮沢　和史	ﾐﾔｻﾞﾜｶｽﾞﾌﾐ		911.568	ﾐｶ		河出書房新社	2001	125	20	2000						2000	一般書架			２００１．０５．１０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-103096184	35085	2001/5/10	ローマ人の物語　Ⅸ／賢帝の世紀	ﾛｰﾏｼﾞﾝﾉﾓﾉｶﾞﾀﾘ9/ｹﾝﾃｲﾉｾｲｷ					塩野　七生	ｼｵﾉﾅﾅﾐ		232	ｼﾅ	9	新潮社	2000	390	21	3000						3000	一般書架			２００１．０５．１０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-569615547	35086	2001/5/10	さらば、借り物人生 : 何も言わない受験生、何も言えない親たちへ	ｻﾗﾊﾞ ｶﾘﾓﾉ ｼﾞﾝｾｲ : ﾅﾆﾓ ｲﾜﾅｲ ｼﾞｭｹﾝｾｲ ﾅﾆﾓ ｲｴﾅｲ ｵﾔﾀﾁ ｴ					吉野敬介 著	ﾖｼﾉ ｹｲｽｹ 1966-		914.6	ﾖｼ		PHP研究所	2001	215p	20cm	1300			人生訓			1300	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
	35087	2001/5/10	飼ってはいけない禁ペット	ｶｯﾃﾊｲｹﾅｲｷﾝﾍﾟｯﾄ					パンク　町田	ﾊﾟﾝｸﾏﾁﾀﾞ		645.9	パ		どうぶつ出版	2001	317	18	1400						1400	一般書架			２００１．０５．１０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-593533749	35088	2001/5/10	象さんの素敵な生活	ｿﾞｳｻﾝ ﾉ ｽﾃｷﾅ ｾｲｶﾂ					クリスティーネ・ネストリンガー 作、松島富美代 訳、荒井良二 絵	ｸﾘｽﾃｨｰﾈ･ﾈｽﾄﾘﾝｶﾞｰ/Nostlinger Christine.  1936-､ﾏﾂｼﾏ ﾌﾐﾖ 1948-		943.7	ﾈｽ		ほるぷ出版	1997	127p	19cm	1400		静かで平和な生活が一番の自分の願いだと言っている白い象がいました。過去の出来事や思い出を全部、赤い風船に入れて、空に飛ばしてしまったのです。(日本図書館協会)、静かに平和に暮らすため、思い出を失くした象さん。困ったり落ち込んだりしながらも、憧れを忘れない子どもと大人に贈る童話。(日本児童図書出版協会)				1400	一般書架				原ﾀｲﾄﾙ: Vom weissen Elefanten und den roten Luftballons	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-845106417	35089	2001/5/10	孤独の居場所	ｺﾄﾞｸﾉｲﾊﾞｼｮ					松兼　功．作／下谷　二助．絵	ﾏﾂｶﾈｲｻｵ.ｻｸ/ｼﾓﾀﾆﾆｽｹ.ｴ		911.56	ﾏ		旬報社	2000	107	22	1800						1800	一般書架			２００１．０５．１０		FALSE				FALSE				FALSE	TRUE	TRUE	
